model_name,organization,source_url,official_website,logo_url,description,downloads,likes,pipeline_tag,library_name,website_verified,logo_verified,verification_source
Qwen3.6-35B-A3B-abliterated-v4,Bahushruth,https://huggingface.co/Bahushruth/Qwen3.6-35B-A3B-abliterated-v4,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen3.6-35B-A3B-abliterated-v4 is a text-generation AI model developed by Bahushruth, capable of producing human-like text with a maximum input size of 35B parameters and ablated for improved performance in natural language understanding and generation tasks, using the transformers library.",1010211,7,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
llama-nemotron-rerank-1b-v2,nvidia,https://huggingface.co/nvidia/llama-nemotron-rerank-1b-v2,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"llama-nemotron-rerank-1b-v2 is a specialized AI model developed by NVIDIA for text-ranking tasks, capable of processing large volumes of text data to improve search relevance and user experience.",1007949,63,text-ranking,transformers,YES,YES,DuckDuckGo search + HTTP verification
wav2vec2-xlsr-nepali,gagan3012,https://huggingface.co/gagan3012/wav2vec2-xlsr-nepali,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"wav2vec2-xlsr-nepali is a specialized automatic speech recognition model trained specifically on Nepali speech data, developed by gagan3012, using the transformers library, designed to accurately transcribe spoken Nepali into text.",1007663,8,automatic-speech-recognition,transformers,YES,YES,DuckDuckGo search + HTTP verification
distiluse-base-multilingual-cased-v2,sentence-transformers,https://huggingface.co/sentence-transformers/distiluse-base-multilingual-cased-v2,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,The distiluse-base-multilingual-cased-v2 model by sentence-transformers is a fine-tuned multilingual sentence transformer used for calculating sentence similarity across various languages.,1006887,209,sentence-similarity,sentence-transformers,YES,YES,DuckDuckGo search + HTTP verification
OLMo-2-0425-1B,allenai,https://huggingface.co/allenai/OLMo-2-0425-1B,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"OLMo-2-0425-1B is a text-generation model developed by AllenAI, capable of producing human-like text across various applications including creative writing, dialogue, and content generation.",1005879,81,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen3.6-27B-Text-NVFP4-MTP,sakamakismile,https://huggingface.co/sakamakismile/Qwen3.6-27B-Text-NVFP4-MTP,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen3.6-27B-Text-NVFP4-MTP is a specialized text-generation AI model developed by sakamakismile, capable of producing highly detailed and contextually rich text based on a wide range of input prompts.",1003969,81,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
medgemma-4b-it,google,https://huggingface.co/google/medgemma-4b-it,https://www.google.com/,https://www.google.com/favicon.ico,"medgemma-4b-it is a specialized image-text-to-text AI model developed by Google, designed to generate coherent text from given images and textual prompts, utilizing the latest transformer technology.",1003531,1043,image-text-to-text,transformers,YES,YES,Known official domain + HTTP verification
Qwen3.8-27B-iMatrix-NVFP4-MTP-GGUF,cdiamond,https://huggingface.co/cdiamond/Qwen3.8-27B-iMatrix-NVFP4-MTP-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen3.8-27B-iMatrix-NVFP4-MTP-GGUF is a specialized AI model designed for the image-text-to-text task, optimized for the cdiamond organization's iMatrix-NVFP4-MTP-GGUF pipeline, enabling it to generate human-like text based on image and textual inputs.",1001542,7,image-text-to-text,,YES,YES,DuckDuckGo search + HTTP verification
Muse-Glimmer-30B-GGUF,unsloth,https://huggingface.co/unsloth/Muse-Glimmer-30B-GGUF,https://unsloth.ai/,https://unsloth.ai/favicon.ico,"Muse-Glimmer-30B-GGUF is a specialized AI model developed by unsloth for the image-text-to-text task, utilizing the transformers library, capable of generating coherent text from visual and textual inputs.",996909,515,image-text-to-text,transformers,YES,YES,Known official domain + HTTP verification
gemma-4-26B-A4B-it-GGUF,unsloth,https://huggingface.co/unsloth/gemma-4-26B-A4B-it-GGUF,https://unsloth.ai/,https://unsloth.ai/favicon.ico,"Gemma-4-26B-A4B-it-GGUF is a specialized AI model developed by unsloth for the image-text-to-text task, featuring 426 billion parameters, designed to generate text that is semantically aligned with given images and textual prompts.",996099,1093,image-text-to-text,,YES,YES,Known official domain + HTTP verification
wav2vec2-large-xlsr-korean,kresnik,https://huggingface.co/kresnik/wav2vec2-large-xlsr-korean,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"wav2vec2-large-xlsr-korean is a specialized AI model designed for automatic speech recognition in Korean, developed by kresnik and implemented using the transformers library, capable of processing and transcribing spoken Korean into text with high accuracy.",994065,56,automatic-speech-recognition,transformers,YES,YES,DuckDuckGo search + HTTP verification
robertuito-sentiment-analysis,pysentimiento,https://huggingface.co/pysentimiento/robertuito-sentiment-analysis,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The robertuito-sentiment-analysis model by pysentimiento is a text classification AI designed to analyze and categorize text into predefined sentiment classes, such as positive, negative, or neutral. Specifically, it is tailored for sentiment analysis tasks using the pysentimiento library.",993508,102,text-classification,pysentimiento,YES,YES,DuckDuckGo search + HTTP verification
distiluse-base-multilingual-cased-v1,sentence-transformers,https://huggingface.co/sentence-transformers/distiluse-base-multilingual-cased-v1,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The distiluse-base-multilingual-cased-v1 model by sentence-transformers is a sentence transformer designed for comparing the similarity between multilingual sentences, using a base multilingualcased version optimized for cross-lingual understanding.",992966,134,sentence-similarity,sentence-transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen3-0.6B-Base,Qwen,https://huggingface.co/Qwen/Qwen3-0.6B-Base,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen3-0.6B-Base is a text-generation AI model designed for creating coherent and contextually relevant text, capable of producing high-quality responses across various applications such as chatbots, content generation, and language translation.",989135,188,text-generation,transformers,YES,YES,Known official domain + HTTP verification
NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,nvidia,https://huggingface.co/nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4 is a specialized text-generation model from NVIDIA designed to create coherent and contextually rich text outputs, leveraging the latest advancements in transformer architectures and training techniques.",988247,382,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
Cosmos-Reason2-2B,nvidia,https://huggingface.co/nvidia/Cosmos-Reason2-2B,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Cosmos-Reason2-2B is a specialized AI model developed by NVIDIA for the image-text-to-text task, capable of generating text that is semantically aligned with given images and texts.",982194,180,image-text-to-text,cosmos,YES,YES,DuckDuckGo search + HTTP verification
1,unslothai,https://huggingface.co/unslothai/1,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"1 is an AI model developed by unslothai for feature extraction, specifically designed to process and analyze text data using the transformers library, enabling the identification and extraction of meaningful features from various natural language processing tasks.",981031,1,feature-extraction,transformers,YES,YES,DuckDuckGo search + HTTP verification
bge-base-zh-v1.5,BAAI,https://huggingface.co/BAAI/bge-base-zh-v1.5,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"bge-base-zh-v1.5 is a feature extraction AI model developed by BAAI, utilizing the sentence-transformers library to process and represent Chinese text data efficiently for various downstream applications such as information retrieval and semantic search.",980898,110,feature-extraction,sentence-transformers,YES,YES,DuckDuckGo search + HTTP verification
Minimax-h3-Turbo,lightx2v,https://huggingface.co/lightx2v/Minimax-h3-Turbo,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Minimax-h3-Turbo is a specialized AI model developed by lightx2v for the task of converting images into videos at high efficiency, leveraging the diffusers library.",977707,793,image-to-video,diffusers,YES,YES,DuckDuckGo search + HTTP verification
Nemotron-3-Nano-Omni-30B-A3B-Reasoning-NVFP4,nvidia,https://huggingface.co/nvidia/Nemotron-3-Nano-Omni-30B-A3B-Reasoning-NVFP4,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Nemotron-3-Nano-Omni-30B-A3B-Reasoning-NVFP4 is a specialized AI model designed for complex translation tasks, enabling it to convert information across diverse domains with high accuracy and reasoning capabilities, leveraging Nvidia's advanced pipeline and NVFP4 optimizations.",975574,181,any-to-any,transformers,YES,YES,DuckDuckGo search + HTTP verification
BiRefNet,ZhengPeng7,https://huggingface.co/ZhengPeng7/BiRefNet,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"BiRefNet is a specialized image segmentation model developed by ZhengPeng7, utilizing the birefnet library, designed to accurately segment and classify different parts of images.",971073,631,image-segmentation,birefnet,YES,YES,DuckDuckGo search + HTTP verification
bge-small-en-v1.5-onnx-Q,Qdrant,https://huggingface.co/Qdrant/bge-small-en-v1.5-onnx-Q,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"bge-small-en-v1.5-onnx-Q is a sentence similarity model designed for comparing and understanding the semantic similarity between pairs of English sentences, utilizing the Qdrant library and the ONNX framework, based on the Babbler Generative model.",966116,2,sentence-similarity,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen3.6-35B-A3B-Uncensored-Genesis-Hermes-V13-GGUF,LuffyTheFox,https://huggingface.co/LuffyTheFox/Qwen3.6-35B-A3B-Uncensored-Genesis-Hermes-V13-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen3.6-35B-A3B-Uncensored-Genesis-Hermes-V13-GGUF is a specialized AI model designed for generating text that closely mimics a specified image or text input, with a specific focus on uncensored content, using the Hermes pipeline and library.",965464,588,image-text-to-text,hermes,YES,YES,DuckDuckGo search + HTTP verification
wavlm-base-plus,microsoft,https://huggingface.co/microsoft/wavlm-base-plus,https://www.microsoft.com/,https://www.microsoft.com/favicon.ico,"wavlm-base-plus is a feature-extraction model developed by Microsoft designed for the extraction of audio features, leveraging the transformers library.",965049,40,feature-extraction,transformers,YES,YES,Known official domain + HTTP verification
cohere-transcribe-03-2026-gguf,handy-computer,https://huggingface.co/handy-computer/cohere-transcribe-03-2026-gguf,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The cohere-transcribe-03-2026-gguf model is a specialized automatic speech recognition tool developed by handy-computer, designed to convert spoken words into text using the transcribe.cpp library.",963987,3,automatic-speech-recognition,transcribe.cpp,YES,YES,DuckDuckGo search + HTTP verification
w2v-xls-r-uk,Yehor,https://huggingface.co/Yehor/w2v-xls-r-uk,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"w2v-xls-r-uk is a specialized AI model designed for automatic speech recognition, utilizing Yehor's expertise and the transformers library, trained on XLS-R architecture to process and understand UK English speech inputs.",963322,8,automatic-speech-recognition,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen3-Coder-30B-A3B-Instruct-AWQ-4bit,cyankiwi,https://huggingface.co/cyankiwi/Qwen3-Coder-30B-A3B-Instruct-AWQ-4bit,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen3-Coder-30B-A3B-Instruct-AWQ-4bit is a specialized text-generation AI model designed for creating datasets, capable of producing human-like text with high accuracy and efficiency.",958537,59,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen3.8-27B-GGUF,ggml-org,https://huggingface.co/ggml-org/Qwen3.8-27B-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen3.8-27B-GGUF is a specialized AI model designed for generating text that combines image and text inputs, aimed at applications requiring image-text-to-text synthesis, developed by ggml-org.",956391,71,image-text-to-text,,YES,YES,DuckDuckGo search + HTTP verification
longformer-base-4096,allenai,https://huggingface.co/allenai/longformer-base-4096,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"longformer-base-4096 is a language model developed by AllenAI specifically designed for processing and understanding sequences of up to 4096 tokens, making it suitable for tasks requiring extensive context such as text summarization and question-answering.",955083,229,,transformers,YES,YES,DuckDuckGo search + HTTP verification
twitter-xlm-roberta-base-sentiment,cardiffnlp,https://huggingface.co/cardiffnlp/twitter-xlm-roberta-base-sentiment,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The twitter-xlm-roberta-base-sentiment model from cardiffnlp is a text classification AI designed to analyze and categorize tweets based on sentiment, using the transformers library. It is trained on a dataset of Twitter posts and fine-tuned for sentiment analysis tasks.",949912,275,text-classification,transformers,YES,YES,DuckDuckGo search + HTTP verification
surya-ocr-2-gguf,datalab-to,https://huggingface.co/datalab-to/surya-ocr-2-gguf,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"surya-ocr-2-gguf is a specialized AI model designed for converting images of text into machine-readable text, and then generating a coherent text response based on the extracted information, utilizing the transformers library for this image-text-to-text pipeline task.",948507,19,image-text-to-text,transformers,YES,YES,DuckDuckGo search + HTTP verification
HyperCLOVAX-SEED-Text-Instruct-1.5B-Q4_K_M-GGUF,rippertnt,https://huggingface.co/rippertnt/HyperCLOVAX-SEED-Text-Instruct-1.5B-Q4_K_M-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"HyperCLOVAX-SEED-Text-Instruct-1.5B-Q4_K_M-GGUF is a specialized text-instruct model designed for generating coherent and contextually appropriate text, leveraging a seed dataset and advanced training techniques, suitable for applications requiring fine-tuning and precise control over text generation.",940988,5,,,YES,YES,DuckDuckGo search + HTTP verification
Rax-4.5,raxcore-dev,https://huggingface.co/raxcore-dev/Rax-4.5,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Rax-4.5 is a specialized AI model designed for generating text that matches a given image and a provided context, using the transformers library, developed by raxcore-dev.",940383,5,image-text-to-text,transformers,YES,YES,DuckDuckGo search + HTTP verification
stable-diffusion-safety-checker,CompVis,https://huggingface.co/CompVis/stable-diffusion-safety-checker,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The stable-diffusion-safety-checker model is a pipeline developed by CompVis using the transformers library, designed to ensure safety and avoid the generation of inappropriate content in AI-generated images and graphics.",937290,141,,transformers,YES,YES,DuckDuckGo search + HTTP verification
gemma-4-31B-it-FP8-block,RedHatAI,https://huggingface.co/RedHatAI/gemma-4-31B-it-FP8-block,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Gemma-4-31B-it-FP8-block is a specialized AI model developed by RedHatAI for the image-text-to-text task, leveraging the transformers library and optimized for 4-bit quantization, enabling efficient and high-performing text generation from images and natural language inputs.",936323,45,image-text-to-text,transformers,YES,YES,DuckDuckGo search + HTTP verification
bloomz-560m,bigscience,https://huggingface.co/bigscience/bloomz-560m,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The bloomz-560m AI model is a text-generation model created by bigscience, specifically designed for generating coherent and diverse text outputs using the transformers library.",934884,138,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
LTX2.3_comfy,Kijai,https://huggingface.co/Kijai/LTX2.3_comfy,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"LTX2.3_comfy is a diffusion-based AI model used for single-file image generation, created by Kijai and utilizes the diffusion library framework.",934247,599,,diffusion-single-file,YES,YES,DuckDuckGo search + HTTP verification
nemotron-3.5-asr-streaming-0.6b,nvidia,https://huggingface.co/nvidia/nemotron-3.5-asr-streaming-0.6b,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"nemotron-3.5-asr-streaming-0.6b is a specialized automatic speech recognition model developed by Nvidia, designed for real-time speech processing, processing audio streams in near real-time with a 0.6 billion parameter size.",932515,1078,automatic-speech-recognition,nemo,YES,YES,DuckDuckGo search + HTTP verification
bge-micro-v2,TaylorAI,https://huggingface.co/TaylorAI/bge-micro-v2,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"bge-micro-v2 is a sentence similarity model developed by TaylorAI, utilizing the sentence-transformers library to measure and compare the semantic similarity between sentences efficiently.",932343,65,sentence-similarity,sentence-transformers,YES,YES,DuckDuckGo search + HTTP verification
LFM2.5-2.6B-GGUF,LiquidAI,https://huggingface.co/LiquidAI/LFM2.5-2.6B-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"LFM2.5-2.6B-GGUF is a text-generation AI model created by LiquidAI specifically optimized for generating text using the gguf library, designed for various applications such as content creation and natural language processing.",929360,318,text-generation,gguf,YES,YES,DuckDuckGo search + HTTP verification
ms-marco-MiniLM-L-6-v2,Xenova,https://huggingface.co/Xenova/ms-marco-MiniLM-L-6-v2,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"ms-marco-MiniLM-L-6-v2 is a text-classification model developed by Xenova specifically designed for tasks requiring a compact and efficient model, utilizing the transformers.js library, optimized for scenarios where quick and accurate text categorization is essential.",926817,9,text-classification,transformers.js,YES,YES,DuckDuckGo search + HTTP verification
MiniCPM-o-4_5,openbmb,https://huggingface.co/openbmb/MiniCPM-o-4_5,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"MiniCPM-o-4_5 is a specialized AI model designed for any-to-any translation tasks, leveraging the transformers library, aimed at facilitating cross-domain and unconventional language pair matching across diverse domains and languages.",924935,1478,any-to-any,transformers,YES,YES,DuckDuckGo search + HTTP verification
tiny-Qwen2_5_VLForConditionalGeneration,trl-internal-testing,https://huggingface.co/trl-internal-testing/tiny-Qwen2_5_VLForConditionalGeneration,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"tiny-Qwen2_5_VLForConditionalGeneration is a specialized AI model designed for the task of generating image-text-to-text outputs, leveraging the transformers library, and developed within the trl-internal-testing organization.",914379,0,image-text-to-text,transformers,YES,YES,DuckDuckGo search + HTTP verification
wav2vec2-xls-r-300m-ftspeech,saattrupdan,https://huggingface.co/saattrupdan/wav2vec2-xls-r-300m-ftspeech,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The wav2vec2-xls-r-300m-ftspeech model, created by saattrupdan, is a specialized automatic speech recognition system designed to process and transcribe audio data using the Transformers library, achieving high accuracy with a 300 million parameter size.",909755,0,automatic-speech-recognition,transformers,YES,YES,DuckDuckGo search + HTTP verification
gemma-3-12b-it,google,https://huggingface.co/google/gemma-3-12b-it,https://www.google.com/,https://www.google.com/favicon.ico,"Gemma-3-12b-it is a specialized AI model developed by Google for the image-text-to-text task, utilizing the transformers library to generate coherent textual outputs from image and text inputs.",908406,813,image-text-to-text,transformers,YES,YES,Known official domain + HTTP verification
Huihui-Qwen3.6-27B-abliterated-AWQ-MTP,shawnw3i,https://huggingface.co/shawnw3i/Huihui-Qwen3.6-27B-abliterated-AWQ-MTP,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Huihui-Qwen3.6-27B-abliterated-AWQ-MTP is a specialized AI model designed for generating text-to-text tasks, specifically for image-text-to-text, using the transformers library, trained on a dataset with abliterated and MTP (Modality Transition Pair) capabilities. Developed by shawnw3i, it focuses on generating coherent and contextually relevant text from visual and textual inputs.",905028,13,image-text-to-text,transformers,YES,YES,DuckDuckGo search + HTTP verification
vae-text-encorder-for-flux-klein-9b,Comfy-Org,https://huggingface.co/Comfy-Org/vae-text-encorder-for-flux-klein-9b,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"vae-text-encorder-for-flux-klein-9b is a diffusion-based AI model designed for encoding textual data, optimized for processing and synthesizing flux-klein dataset files in a single diffusion pipeline.",904388,197,,diffusion-single-file,YES,YES,DuckDuckGo search + HTTP verification
ko-sroberta-multitask,jhgan,https://huggingface.co/jhgan/ko-sroberta-multitask,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"ko-sroberta-multitask is a sentence similarity model created by jhgan using the sentence-transformers library, specifically designed to compare and quantify the similarity between sentences in the Korean language.",903847,150,sentence-similarity,sentence-transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen3-Omni-30B-A3B-Instruct,Qwen,https://huggingface.co/Qwen/Qwen3-Omni-30B-A3B-Instruct,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen3-Omni-30B-A3B-Instruct is a specialized AI model designed for any-to-any tasks, capable of understanding and generating a wide range of content types, including text, images, and audio, trained using the transformers library.",902246,991,any-to-any,transformers,YES,YES,Known official domain + HTTP verification
gte-large-en-v1.5,Alibaba-NLP,https://huggingface.co/Alibaba-NLP/gte-large-en-v1.5,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,gte-large-en-v1.5 is a sentence similarity AI model developed by Alibaba-NLP designed to evaluate and quantify the semantic similarity between sentences using the transformers library.,896238,239,sentence-similarity,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen3-TTS-GGUF,Serveurperso,https://huggingface.co/Serveurperso/Qwen3-TTS-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen3-TTS-GGUF is a text-to-speech model developed by Serveurperso, using the gguf library to generate human-like speech from text inputs.",893575,38,text-to-speech,gguf,YES,YES,DuckDuckGo search + HTTP verification
Qwen3.5-122B-A10B-NVFP4,nvidia,https://huggingface.co/nvidia/Qwen3.5-122B-A10B-NVFP4,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen3.5-122B-A10B-NVFP4 is a text-generation AI model optimized for NVIDIA hardware, capable of generating text based on a wide range of user inputs.",891045,51,text-generation,Model Optimizer,YES,YES,DuckDuckGo search + HTTP verification
bert-base-multilingual-uncased-sentiment,nlptown,https://huggingface.co/nlptown/bert-base-multilingual-uncased-sentiment,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The bert-base-multilingual-uncased-sentiment model from nlptown is a specialized text classification AI designed to analyze and categorize text into predefined sentiment classes using Alibaba Cloud's transformer library, capable of handling multiple languages with uncased embeddings for efficiency and versatility.",890433,484,text-classification,transformers,YES,YES,DuckDuckGo search + HTTP verification
mDeBERTa-v3-base-xnli-multilingual-nli-2mil7,MoritzLaurer,https://huggingface.co/MoritzLaurer/mDeBERTa-v3-base-xnli-multilingual-nli-2mil7,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"mDeBERTa-v3-base-xnli-multilingual-nli-2mil7 is a zero-shot classification model developed by MoritzLaurer, specifically designed for tasks requiring the understanding and classification of natural language, leveraging a multilingual dataset of 2.7 million examples from the XNLI corpus, trained on a base-sized DeBERTa model.",887875,384,zero-shot-classification,transformers,YES,YES,DuckDuckGo search + HTTP verification
Nemotron-3-Nano-Omni-30B-A3B-Reasoning-FP8,nvidia,https://huggingface.co/nvidia/Nemotron-3-Nano-Omni-30B-A3B-Reasoning-FP8,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Nemotron-3-Nano-Omni-30B-A3B-Reasoning-FP8 is a specialized AI model developed by NVIDIA for seamless translation and transformation between any input and output format, utilizing advanced reasoning capabilities and optimized for 8-bit floating-point precision, designed to be efficient and powerful across a wide range of applications.",887849,62,any-to-any,transformers,YES,YES,DuckDuckGo search + HTTP verification
privacy-filter-nemotron-GGUF,LocalAI-io,https://huggingface.co/LocalAI-io/privacy-filter-nemotron-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The privacy-filter-nemotron-GGUF model is a token classification AI designed by LocalAI-io, specifically trained to filter out sensitive information in text using the GGUF library, enhancing privacy and security in natural language processing tasks.",883597,0,token-classification,gguf,YES,YES,DuckDuckGo search + HTTP verification
ltx-2,Comfy-Org,https://huggingface.co/Comfy-Org/ltx-2,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"ltx-2 is a diffusion-based single-file AI intelligence model used for generating high-resolution images from textual descriptions, leveraging Comfy-Org's pipeline.",880548,147,,diffusion-single-file,YES,YES,DuckDuckGo search + HTTP verification
grounding-dino-tiny,IDEA-Research,https://huggingface.co/IDEA-Research/grounding-dino-tiny,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The grounding-dino-tiny model, developed by IDEA-Research, is a zero-shot object detection AI designed to identify objects within images or videos using the transformers library, optimized for efficiency and minimal resource usage.",878915,114,zero-shot-object-detection,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen3.6-27B-MTP-GGUF,unsloth,https://huggingface.co/unsloth/Qwen3.6-27B-MTP-GGUF,https://unsloth.ai/,https://unsloth.ai/favicon.ico,"Qwen3.6-27B-MTP-GGUF is a specialized AI model designed for generating text that is semantically consistent with pairs of images and natural language prompts, utilizing the MTP and GGUF datasets, and built with the transformers library.",876348,1309,image-text-to-text,transformers,YES,YES,Known official domain + HTTP verification
jina-embeddings-v2-small-en,jinaai,https://huggingface.co/jinaai/jina-embeddings-v2-small-en,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"jina-embeddings-v2-small-en is a small-scale feature extraction model using the sentence-transformers library, designed to generate embeddings for text inputs, facilitating their use in various downstream tasks such as search, recommendation, and semantic similarity.",873515,142,feature-extraction,sentence-transformers,YES,YES,DuckDuckGo search + HTTP verification
albert-base-v2,albert,https://huggingface.co/albert/albert-base-v2,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"albert-base-v2 is a pre-trained transformer model used for masked language modeling, specifically designed for predicting masked tokens in text through the fill-mask task, leveraging the transformers library.",872555,148,fill-mask,transformers,YES,YES,DuckDuckGo search + HTTP verification
NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,nvidia,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 is a text-generation AI model specifically designed for generating coherent and contextually appropriate text, utilizing the latest advancements in neural network architectures from NVIDIA. Its extensive training on a broad corpus of text allows it to produce high-quality content in various languages and domains.",871042,818,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
dreamshaper-7,Lykon,https://huggingface.co/Lykon/dreamshaper-7,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"dreamshaper-7 is a text-to-image AI model developed by Lykon that uses the diffusers library to generate images from textual descriptions, enabling users to transform words into vivid visual imagery.",869123,63,text-to-image,diffusers,YES,YES,DuckDuckGo search + HTTP verification
PP-DocLayoutV3_safetensors,PaddlePaddle,https://huggingface.co/PaddlePaddle/PP-DocLayoutV3_safetensors,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"PP-DocLayoutV3_safetensors is a specialized object detection model by PaddlePaddle designed for precise image segmentation and layout analysis, leveraging the transformers library for advanced processing and inference.",868939,39,object-detection,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen2-1.5B-Instruct,Qwen,https://huggingface.co/Qwen/Qwen2-1.5B-Instruct,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen2-1.5B-Instruct is a text-generation AI model specifically designed for creating coherent and contextually rich text outputs, powered by a 1.5 billion parameter architecture, available through the Qwen organization and accessible via the transformers library.",868724,164,text-generation,transformers,YES,YES,Known official domain + HTTP verification
Qwen3.5-9B-The-Defiant-Fable-Uncensored-Heretic-NEO-IMATRIX-MAX-MTP-GGUF,DavidAU,https://huggingface.co/DavidAU/Qwen3.5-9B-The-Defiant-Fable-Uncensored-Heretic-NEO-IMATRIX-MAX-MTP-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen3.5-9B-The-Defiant-Fable-Uncensored-Heretic-NEO-IMATRIX-MAX-MTP-GGUF is a specialized AI model designed for generating text from image and text inputs, crafted by DavidAU with advanced neural network architectures.",868238,552,image-text-to-text,,YES,YES,DuckDuckGo search + HTTP verification
embedding,pyannote,https://huggingface.co/pyannote/embedding,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The embedding model uses pyannote-audio for converting audio files into numerical representations suitable for downstream tasks, such as speaker diarization and emotion classification, by pyannote.",866709,232,,pyannote-audio,YES,YES,DuckDuckGo search + HTTP verification
