model_name,organization,source_url,official_website,logo_url,description,downloads,likes,pipeline_tag,library_name
MiniMax-M2.5-NVFP4,nvidia,https://huggingface.co/nvidia/MiniMax-M2.5-NVFP4,https://huggingface.co/nvidia/MiniMax-M2.5-NVFP4,https://huggingface.co/api/organizations/nvidia/avatar,"The NVIDIA MiniMax-M2.5-NVFP4 model is the quantized version of MiniMax's MiniMax-M2.5 model, which is an auto-regressive language model that uses an optimized transformer architecture. For more information, please check [here](https://huggingface.co/MiniMaxAI/MiniMax-M2.5). The NVIDIA MiniMax-M2.5 NVFP4 model is quantized with [Nvidia Model Optimizer](https://github.com/NVIDIA/Model-Optimizer).",776536,37,text-generation,Model Optimizer
manga-ocr-base,kha-white,https://huggingface.co/kha-white/manga-ocr-base,https://huggingface.co/kha-white/manga-ocr-base,https://huggingface.co/api/organizations/kha-white/avatar,"Optical character recognition for Japanese text, with the main focus being Japanese manga.",774843,179,image-to-text,transformers
PP-OCRv5_server_det,PaddlePaddle,https://huggingface.co/PaddlePaddle/PP-OCRv5_server_det,https://huggingface.co/PaddlePaddle/PP-OCRv5_server_det,https://huggingface.co/api/organizations/PaddlePaddle/avatar,"PP-OCRv5_server_det is one of the PP-OCRv5_det series, the latest generation of text detection models developed by the PaddleOCR team. Designed for high-performance applications, it supports the detection of text in diverse scenarios—including handwriting, vertical, rotated, and curved text—across multiple languages such as Simplified Chinese, Traditional Chinese, English, and Japanese. Key features include robust handling of complex layouts, varying text sizes, and challenging backgrounds, maki",770838,74,image-to-text,PaddleOCR
dinov2-large,facebook,https://huggingface.co/facebook/dinov2-large,https://huggingface.co/facebook/dinov2-large,https://huggingface.co/api/organizations/facebook/avatar,Vision Transformer (ViT) model trained using the DINOv2 method. It was introduced in the paper [DINOv2: Learning Robust Visual Features without Supervision](https://arxiv.org/abs/2304.07193) by Oquab et al. and first released in [this repository](https://github.com/facebookresearch/dinov2).,768331,117,image-feature-extraction,transformers
Qwen3.6-27B-AWQ,QuantTrio,https://huggingface.co/QuantTrio/Qwen3.6-27B-AWQ,https://huggingface.co/QuantTrio/Qwen3.6-27B-AWQ,https://huggingface.co/api/organizations/QuantTrio/avatar,Base model: [Qwen/Qwen3.6-27B](https://www.modelscope.cn/models/Qwen/Qwen3.6-27B),765511,25,image-text-to-text,transformers
wav2vec2-large-xlsr-catala,softcatala,https://huggingface.co/softcatala/wav2vec2-large-xlsr-catala,https://huggingface.co/softcatala/wav2vec2-large-xlsr-catala,https://huggingface.co/api/organizations/softcatala/avatar,Fine-tuned [facebook/wav2vec2-large-xlsr-53](https://huggingface.co/facebook/wav2vec2-large-xlsr-53) on Catalan language using the [Common Voice](https://huggingface.co/datasets/common_voice) and [ParlamentParla](https://www.openslr.org/59/) datasets.,762363,1,automatic-speech-recognition,transformers
SmolLM3-3B-Base,HuggingFaceTB,https://huggingface.co/HuggingFaceTB/SmolLM3-3B-Base,https://huggingface.co/HuggingFaceTB/SmolLM3-3B-Base,https://huggingface.co/api/organizations/HuggingFaceTB/avatar,1. [Model Summary](#model-summary) 2. [How to use](#how-to-use) 3. [Evaluation](#evaluation) 4. [Training](#training) 5. [Limitations](#limitations) 6. [License](#license),761202,173,text-generation,transformers
nli-mpnet-base-v2,sentence-transformers,https://huggingface.co/sentence-transformers/nli-mpnet-base-v2,https://huggingface.co/sentence-transformers/nli-mpnet-base-v2,https://huggingface.co/api/organizations/sentence-transformers/avatar,This is a [sentence-transformers](https://www.SBERT.net) model: It maps sentences & paragraphs to a 768 dimensional dense vector space and can be used for tasks like clustering or semantic search.,758848,15,sentence-similarity,sentence-transformers
Qwen3-Coder-30B-A3B-Instruct,Qwen,https://huggingface.co/Qwen/Qwen3-Coder-30B-A3B-Instruct,https://huggingface.co/Qwen/Qwen3-Coder-30B-A3B-Instruct,https://huggingface.co/api/organizations/Qwen/avatar,"<a href=""https://chat.qwen.ai/"" target=""_blank"" style=""margin: 2px;""> <img alt=""Chat"" src=""https://img.shields.io/badge/%F0%9F%92%9C%EF%B8%8F%20Qwen%20Chat%20-536af5"" style=""display: inline-block; vertical-align: middle;""/> </a>",756991,1226,text-generation,transformers
Qwen3-VL-30B-A3B-Instruct-FP8,Qwen,https://huggingface.co/Qwen/Qwen3-VL-30B-A3B-Instruct-FP8,https://huggingface.co/Qwen/Qwen3-VL-30B-A3B-Instruct-FP8,https://huggingface.co/api/organizations/Qwen/avatar,"<a href=""https://chat.qwenlm.ai/"" target=""_blank"" style=""margin: 2px;""> <img alt=""Chat"" src=""https://img.shields.io/badge/%F0%9F%92%9C%EF%B8%8F%20Qwen%20Chat%20-536af5"" style=""display: inline-block; vertical-align: middle;""/> </a>",756631,115,image-text-to-text,transformers
deberta-v3-small,microsoft,https://huggingface.co/microsoft/deberta-v3-small,https://huggingface.co/microsoft/deberta-v3-small,https://huggingface.co/api/organizations/microsoft/avatar,"[DeBERTa](https://arxiv.org/abs/2006.03654) improves the BERT and RoBERTa models using disentangled attention and enhanced mask decoder. With those two improvements, DeBERTa out perform RoBERTa on a majority of NLU tasks with 80GB training data.",756530,78,fill-mask,transformers
parakeet-tdt-0.6b-v3,nvidia,https://huggingface.co/nvidia/parakeet-tdt-0.6b-v3,https://huggingface.co/nvidia/parakeet-tdt-0.6b-v3,https://huggingface.co/api/organizations/nvidia/avatar,<style> img { display: inline; } </style>,750398,1093,automatic-speech-recognition,transformers
gemma-2-2b-it,google,https://huggingface.co/google/gemma-2-2b-it,https://huggingface.co/google/gemma-2-2b-it,https://huggingface.co/api/organizations/google/avatar,gemma-2-2b-it is an AI model published by google and hosted on Hugging Face.,748063,1479,text-generation,transformers
gpt-neox-20b,EleutherAI,https://huggingface.co/EleutherAI/gpt-neox-20b,https://huggingface.co/EleutherAI/gpt-neox-20b,https://huggingface.co/api/organizations/EleutherAI/avatar,"GPT-NeoX-20B is a 20 billion parameter autoregressive language model trained on [the Pile](https://pile.eleuther.ai/) using the [GPT-NeoX library](https://github.com/EleutherAI/gpt-neox). Its architecture intentionally resembles that of GPT-3, and is almost identical to that of [GPT-J- 6B](https://huggingface.co/EleutherAI/gpt-j-6B). Its training dataset contains a multitude of English-language texts, reflecting the general-purpose nature of this model. See the [accompanying paper](https://arxiv",746824,585,text-generation,transformers
LaBSE,sentence-transformers,https://huggingface.co/sentence-transformers/LaBSE,https://huggingface.co/sentence-transformers/LaBSE,https://huggingface.co/api/organizations/sentence-transformers/avatar,This is a port of the [LaBSE](https://tfhub.dev/google/LaBSE/1) model to PyTorch. It can be used to map 109 languages to a shared vector space.,746417,346,sentence-similarity,sentence-transformers
Qwen3.8-27B-NVFP4,Inferact,https://huggingface.co/Inferact/Qwen3.8-27B-NVFP4,https://huggingface.co/Inferact/Qwen3.8-27B-NVFP4,https://huggingface.co/api/organizations/Inferact/avatar,Quantized version of https://huggingface.co/Qwen/Qwen3.8-27B,744471,16,image-text-to-text,transformers
electra_large_discriminator_squad2_512,ahotrod,https://huggingface.co/ahotrod/electra_large_discriminator_squad2_512,https://huggingface.co/ahotrod/electra_large_discriminator_squad2_512,https://huggingface.co/api/organizations/ahotrod/avatar,"``` ""exact"": 87.09677419354838, ""f1"": 89.98343832723452, ""total"": 11873, ""HasAns_exact"": 84.66599190283401, ""HasAns_f1"": 90.44759839056285, ""HasAns_total"": 5928, ""NoAns_exact"": 89.52060555088309, ""NoAns_f1"": 89.52060555088309, ""NoAns_total"": 5945, ""best_exact"": 87.09677419354838, ""best_exact_thresh"": 0.0, ""best_f1"": 89.98343832723432, ""best_f1_thresh"": 0.0 ``` ``` python ${EXAMPLES}/run_squad.py \ --model_type electra \ --model_name_or_path google/electra-large-discriminator \ --do_train \ --do_",742860,7,question-answering,transformers
sinlib,Ransaka,https://huggingface.co/Ransaka/sinlib,https://huggingface.co/Ransaka/sinlib,https://huggingface.co/api/organizations/Ransaka/avatar,"This repository hosts the official pretrained model checkpoints, vocabularies, and statistical datasets for the **`sinlib`** library—a comprehensive Sinhala NLP toolkit.",742619,0,,
chronos-bolt-mini,autogluon,https://huggingface.co/autogluon/chronos-bolt-mini,https://huggingface.co/autogluon/chronos-bolt-mini,https://huggingface.co/api/organizations/autogluon/avatar,"🚀 **Update Feb 14, 2025**: Chronos-Bolt models are now available on Amazon SageMaker JumpStart! Check out the [tutorial notebook](https://github.com/amazon-science/chronos-forecasting/blob/main/notebooks/deploy-chronos-to-amazon-sagemaker.ipynb) to learn how to deploy Chronos endpoints for production use in a few lines of code.",741463,8,time-series-forecasting,
Qwen3.5-4B-AWQ-4bit,cyankiwi,https://huggingface.co/cyankiwi/Qwen3.5-4B-AWQ-4bit,https://huggingface.co/cyankiwi/Qwen3.5-4B-AWQ-4bit,https://huggingface.co/api/organizations/cyankiwi/avatar,"<img width=""400px"" src=""https://qianwen-res.oss-accelerate.aliyuncs.com/logo_qwen3.5.png"">",737877,21,image-text-to-text,transformers
yolos-small,hustvl,https://huggingface.co/hustvl/yolos-small,https://huggingface.co/hustvl/yolos-small,https://huggingface.co/api/organizations/hustvl/avatar,YOLOS model fine-tuned on COCO 2017 object detection (118k annotated images). It was introduced in the paper [You Only Look at One Sequence: Rethinking Transformer in Vision through Object Detection](https://arxiv.org/abs/2106.00666) by Fang et al. and first released in [this repository](https://github.com/hustvl/YOLOS).,737780,95,object-detection,transformers
gemma-4-26B-A4B-it-FP8-dynamic,RedHatAI,https://huggingface.co/RedHatAI/gemma-4-26B-A4B-it-FP8-dynamic,https://huggingface.co/RedHatAI/gemma-4-26B-A4B-it-FP8-dynamic,https://huggingface.co/api/organizations/RedHatAI/avatar,"<h1 align: center; style=""display: flex; align-items: center; gap: 10px; margin: 0;""> gemma-4-26B-A4B-it-FP8-dynamic <img src=""https://www.redhat.com/rhdc/managed-files/Catalog-Validated_model_0.png"" alt=""Model Icon"" width=""40"" style=""margin: 0; padding: 0;"" /> </h1>",731600,40,image-text-to-text,transformers
llama-3.3-70b-instruct-awq,casperhansen,https://huggingface.co/casperhansen/llama-3.3-70b-instruct-awq,https://huggingface.co/casperhansen/llama-3.3-70b-instruct-awq,https://huggingface.co/api/organizations/casperhansen/avatar,This is the AWQ version of the Llama 3.3 70B Instruct model. Find more info here: https://github.com/casper-hansen/AutoAWQ.,728646,46,text-generation,transformers
Qwen2.5-Coder-1.5B-Instruct,Qwen,https://huggingface.co/Qwen/Qwen2.5-Coder-1.5B-Instruct,https://huggingface.co/Qwen/Qwen2.5-Coder-1.5B-Instruct,https://huggingface.co/api/organizations/Qwen/avatar,"<a href=""https://chat.qwenlm.ai/"" target=""_blank"" style=""margin: 2px;""> <img alt=""Chat"" src=""https://img.shields.io/badge/%F0%9F%92%9C%EF%B8%8F%20Qwen%20Chat%20-536af5"" style=""display: inline-block; vertical-align: middle;""/> </a>",728555,138,text-generation,transformers
FLUX.1-dev,black-forest-labs,https://huggingface.co/black-forest-labs/FLUX.1-dev,https://huggingface.co/black-forest-labs/FLUX.1-dev,https://huggingface.co/api/organizations/black-forest-labs/avatar,FLUX.1-dev is an AI model published by black-forest-labs and hosted on Hugging Face.,728418,14403,text-to-image,diffusers
PaddleOCR-VL-1.6-GGUF,PaddlePaddle,https://huggingface.co/PaddlePaddle/PaddleOCR-VL-1.6-GGUF,https://huggingface.co/PaddlePaddle/PaddleOCR-VL-1.6-GGUF,https://huggingface.co/api/organizations/PaddlePaddle/avatar,"<div align=""center"">",727498,65,,
pythia-160m-deduped,EleutherAI,https://huggingface.co/EleutherAI/pythia-160m-deduped,https://huggingface.co/EleutherAI/pythia-160m-deduped,https://huggingface.co/api/organizations/EleutherAI/avatar,"The *Pythia Scaling Suite* is a collection of models developed to facilitate interpretability research [(see paper)](https://arxiv.org/pdf/2304.01373.pdf). It contains two sets of eight models of sizes 70M, 160M, 410M, 1B, 1.4B, 2.8B, 6.9B, and 12B. For each size, there are two models: one trained on the Pile, and one trained on the Pile after the dataset has been globally deduplicated. All 8 model sizes are trained on the exact same data, in the exact same order. We also provide 154 intermediat",726580,4,text-generation,transformers
jina-bert-flash-implementation,jinaai,https://huggingface.co/jinaai/jina-bert-flash-implementation,https://huggingface.co/jinaai/jina-bert-flash-implementation,https://huggingface.co/api/organizations/jinaai/avatar,"To run the model on GPU, you need to install Flash Attention. You may either install from pypi (which may not work with fused-dense), or from source. To install from source, clone the GitHub repository: ```console git clone git@github.com:Dao-AILab/flash-attention.git ``` The code provided here should work with commit `43950dd`. Change to the cloned repo and install: ```console cd flash-attention && python setup.py install ``` This will compile the flash-attention kernel, which will take some ti",726230,5,,transformers
deberta-v3-base-prompt-injection-v2,protectai,https://huggingface.co/protectai/deberta-v3-base-prompt-injection-v2,https://huggingface.co/protectai/deberta-v3-base-prompt-injection-v2,https://huggingface.co/api/organizations/protectai/avatar,> [!WARNING] > **THIS PROJECT HAS BEEN ARCHIVED.** > > This project and its associated code on [GitHub](https://github.com/protectai/llm-guard) are no longer under active development or maintained.,723400,113,text-classification,transformers
Qwen3-30B-A3B-Instruct-2507-AWQ-4bit,cyankiwi,https://huggingface.co/cyankiwi/Qwen3-30B-A3B-Instruct-2507-AWQ-4bit,https://huggingface.co/cyankiwi/Qwen3-30B-A3B-Instruct-2507-AWQ-4bit,https://huggingface.co/api/organizations/cyankiwi/avatar,"<a href=""https://chat.qwen.ai/?model=Qwen3-30B-A3B-2507"" target=""_blank"" style=""margin: 2px;""> <img alt=""Chat"" src=""https://img.shields.io/badge/%F0%9F%92%9C%EF%B8%8F%20Qwen%20Chat%20-536af5"" style=""display: inline-block; vertical-align: middle;""/> </a>",720095,33,text-generation,transformers
deberta-xlarge-mnli,microsoft,https://huggingface.co/microsoft/deberta-xlarge-mnli,https://huggingface.co/microsoft/deberta-xlarge-mnli,https://huggingface.co/api/organizations/microsoft/avatar,[DeBERTa](https://arxiv.org/abs/2006.03654) improves the BERT and RoBERTa models using disentangled attention and enhanced mask decoder. It outperforms BERT and RoBERTa on  majority of NLU tasks with 80GB training data.,717805,23,text-classification,transformers
gemma-4-31B,google,https://huggingface.co/google/gemma-4-31B,https://huggingface.co/google/gemma-4-31B,https://huggingface.co/api/organizations/google/avatar,"<div align=""center""> <img src=https://ai.google.dev/gemma/images/gemma4_banner.png> </div>",717273,517,image-text-to-text,transformers
DeepSeek-Coder-V2-Lite-Instruct,deepseek-ai,https://huggingface.co/deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,https://huggingface.co/deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,https://huggingface.co/api/organizations/deepseek-ai/avatar,<!-- markdownlint-disable first-line-h1 --> <!-- markdownlint-disable html --> <!-- markdownlint-disable no-duplicate-header -->,714777,648,text-generation,transformers
clap-htsat-unfused,laion,https://huggingface.co/laion/clap-htsat-unfused,https://huggingface.co/laion/clap-htsat-unfused,https://huggingface.co/api/organizations/laion/avatar,Model card for CLAP: Contrastive Language-Audio Pretraining,713134,79,feature-extraction,transformers
snowflake-arctic-embed-l-v2.0,Snowflake,https://huggingface.co/Snowflake/snowflake-arctic-embed-l-v2.0,https://huggingface.co/Snowflake/snowflake-arctic-embed-l-v2.0,https://huggingface.co/api/organizations/Snowflake/avatar,"<h1 align=""center"">Snowflake's Arctic-embed-l-v2.0</h1> <h4 align=""center""> <p> <a href=#news>News</a> | <a href=#models>Models</a> | <a href=#usage>Usage</a>  | <a href=""#evaluation"">Evaluation</a> | <a href=""#contact"">Contact</a> | <a href=""#faq"">FAQ</a> <a href=""#license"">License</a> | <a href=""#acknowledgement"">Acknowledgement</a> <p> </h4>",713066,251,sentence-similarity,sentence-transformers
rtdetr_r101vd_coco_o365,PekingU,https://huggingface.co/PekingU/rtdetr_r101vd_coco_o365,https://huggingface.co/PekingU/rtdetr_r101vd_coco_o365,https://huggingface.co/api/organizations/PekingU/avatar,1. [Model Details](#model-details) 2. [Model Sources](#model-sources) 3. [How to Get Started with the Model](#how-to-get-started-with-the-model) 4. [Training Details](#training-details) 5. [Evaluation](#evaluation) 6. [Model Architecture and Objective](#model-architecture-and-objective) 7. [Citation](#citation),712814,19,object-detection,transformers
Qwen3.6-35B-A3B-AWQ,QuantTrio,https://huggingface.co/QuantTrio/Qwen3.6-35B-A3B-AWQ,https://huggingface.co/QuantTrio/Qwen3.6-35B-A3B-AWQ,https://huggingface.co/api/organizations/QuantTrio/avatar,Base model: [Qwen/Qwen3.6-35B-A3B](https://www.modelscope.cn/models/Qwen/Qwen3.6-35B-A3B),711849,33,image-text-to-text,transformers
gemma-4-12B-it-qat-q4_0-gguf,google,https://huggingface.co/google/gemma-4-12B-it-qat-q4_0-gguf,https://huggingface.co/google/gemma-4-12B-it-qat-q4_0-gguf,https://huggingface.co/api/organizations/google/avatar,"<div align=""center""> <img src=https://ai.google.dev/gemma/images/gemma4_banner.png> </div>",711630,284,any-to-any,transformers
opus-mt-fr-en,Helsinki-NLP,https://huggingface.co/Helsinki-NLP/opus-mt-fr-en,https://huggingface.co/Helsinki-NLP/opus-mt-fr-en,https://huggingface.co/api/organizations/Helsinki-NLP/avatar,* source languages: fr * target languages: en *  OPUS readme: [fr-en](https://github.com/Helsinki-NLP/OPUS-MT-train/blob/master/models/fr-en/README.md),711034,56,translation,transformers
Qwen3.6-35B-A3B-GPTQ-Int4,palmfuture,https://huggingface.co/palmfuture/Qwen3.6-35B-A3B-GPTQ-Int4,https://huggingface.co/palmfuture/Qwen3.6-35B-A3B-GPTQ-Int4,https://huggingface.co/api/organizations/palmfuture/avatar,"GPTQ Int4 quantization of [Qwen/Qwen3.6-35B-A3B](https://huggingface.co/Qwen/Qwen3.6-35B-A3B), produced on **consumer multi-GPU hardware** (4× RTX 3060 12GB) using Python 3.13t free-threading.",710998,29,image-text-to-text,transformers
Z-Image-Turbo,Tongyi-MAI,https://huggingface.co/Tongyi-MAI/Z-Image-Turbo,https://huggingface.co/Tongyi-MAI/Z-Image-Turbo,https://huggingface.co/api/organizations/Tongyi-MAI/avatar,"<h1 align=""center"">⚡️- Image<br><sub><sup>An Efficient Image Generation Foundation Model with Single-Stream Diffusion Transformer</sup></sub></h1>",709092,5193,text-to-image,diffusers
harrier-oss-v1-270m,microsoft,https://huggingface.co/microsoft/harrier-oss-v1-270m,https://huggingface.co/microsoft/harrier-oss-v1-270m,https://huggingface.co/api/organizations/microsoft/avatar,"harrier-oss-v1 is a family of multilingual text embedding models developed by Microsoft. The models use decoder-only architectures with last-token pooling and L2 normalization to produce dense text embeddings. They can be applied to a wide range of tasks, including but not limited to **retrieval**, **clustering**, **semantic similarity**, **classification**, **bitext mining**, and **reranking**. The models achieve state-of-the-art results on the [Multilingual MTEB v2](https://huggingface.co/spac",702673,194,feature-extraction,sentence-transformers
VibeVoice-ASR,microsoft,https://huggingface.co/microsoft/VibeVoice-ASR,https://huggingface.co/microsoft/VibeVoice-ASR,https://huggingface.co/api/organizations/microsoft/avatar,[![GitHub](https://img.shields.io/badge/GitHub-Repo-black?logo=github)](https://github.com/microsoft/VibeVoice) [![Live Playground](https://img.shields.io/badge/Live-Playground-green?logo=gradio)](https://aka.ms/vibevoice-asr) [![Technical Report](https://img.shields.io/badge/arXiv-2601.18184-b31b1b?logo=arxiv)](https://arxiv.org/pdf/2601.18184),699615,1280,automatic-speech-recognition,transformers
dpt-hybrid-midas,Intel,https://huggingface.co/Intel/dpt-hybrid-midas,https://huggingface.co/Intel/dpt-hybrid-midas,https://huggingface.co/api/organizations/Intel/avatar,Dense Prediction Transformer (DPT) model trained on 1.4 million images for monocular depth estimation. It was introduced in the paper [Vision Transformers for Dense Prediction](https://arxiv.org/abs/2103.13413) by Ranftl et al. (2021) and first released in [this repository](https://github.com/isl-org/DPT). DPT uses the Vision Transformer (ViT) as backbone and adds a neck + head on top for monocular depth estimation.,698213,110,depth-estimation,transformers
e5-base,intfloat,https://huggingface.co/intfloat/e5-base,https://huggingface.co/intfloat/e5-base,https://huggingface.co/api/organizations/intfloat/avatar,"**News (May 2023): please switch to [e5-base-v2](https://huggingface.co/intfloat/e5-base-v2), which has better performance and same method of usage.**",698185,25,sentence-similarity,sentence-transformers
wav2vec2-large-xlsr-malayalam,gvs,https://huggingface.co/gvs/wav2vec2-large-xlsr-malayalam,https://huggingface.co/gvs/wav2vec2-large-xlsr-malayalam,https://huggingface.co/api/organizations/gvs/avatar,"Fine-tuned [facebook/wav2vec2-large-xlsr-53](https://huggingface.co/facebook/wav2vec2-large-xlsr-53) on ml (Malayalam) using the [Indic TTS Malayalam Speech Corpus (via Kaggle)](https://www.kaggle.com/kavyamanohar/indic-tts-malayalam-speech-corpus), [Openslr Malayalam Speech Corpus](http://openslr.org/63/), [SMC Malayalam Speech Corpus](https://blog.smc.org.in/malayalam-speech-corpus/) and [IIIT-H Indic Speech Databases](http://speech.iiit.ac.in/index.php/research-svl/69.html). The notebooks use",690341,7,automatic-speech-recognition,transformers
whisper-tiny.en,Xenova,https://huggingface.co/Xenova/whisper-tiny.en,https://huggingface.co/Xenova/whisper-tiny.en,https://huggingface.co/api/organizations/Xenova/avatar,[openai/whisper-tiny.en](https://huggingface.co/openai/whisper-tiny.en) with ONNX weights to be compatible with [Transformers.js](https://huggingface.co/docs/transformers.js).,689718,27,automatic-speech-recognition,transformers.js
turn-detector,livekit,https://huggingface.co/livekit/turn-detector,https://huggingface.co/livekit/turn-detector,https://huggingface.co/api/organizations/livekit/avatar,"An open-weights language model for contextually-aware end-of-utterance (EOU) detection in voice AI applications. The model predicts whether a user has finished speaking based on the semantic content of their transcribed speech, providing a critical complement to voice activity detection (VAD) systems.",689018,142,text-classification,transformers
GOT-OCR2_0,stepfun-ai,https://huggingface.co/stepfun-ai/GOT-OCR2_0,https://huggingface.co/stepfun-ai/GOT-OCR2_0,https://huggingface.co/api/organizations/stepfun-ai/avatar,<h1>General OCR Theory: Towards OCR-2.0 via a Unified End-to-end Model </h1>,686815,1558,image-text-to-text,
dinov3-vitl16-pretrain-lvd1689m,facebook,https://huggingface.co/facebook/dinov3-vitl16-pretrain-lvd1689m,https://huggingface.co/facebook/dinov3-vitl16-pretrain-lvd1689m,https://huggingface.co/api/organizations/facebook/avatar,dinov3-vitl16-pretrain-lvd1689m is an AI model published by facebook and hosted on Hugging Face.,686008,607,image-feature-extraction,transformers
NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,nvidia,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,https://huggingface.co/api/organizations/nvidia/avatar,"<div align=""center"" style=""line-height: 1;""> <a href=""https://build.nvidia.com/nvidia/nemotron-3-nano-30b-a3b"" target=""_blank"" style=""margin: 2px;""> <img alt=""Chat"" src=""https://img.shields.io/badge/🤖Chat-Nemotron_3_Nano-536af5?color=76B900&logoColor=white"" style=""display: inline-block; vertical-align: middle;""/> </a> <a href=""https://arxiv.org/abs/2512.20848"" target=""_blank"" style=""margin: 2px;""> <img alt=""Chat"" src=""https://img.shields.io/badge/📝Paper-Read Now!-536af5?color=76B900&logoColor=wh",685637,357,text-generation,transformers
Qwen3.5-397B-A17B-FP8,Qwen,https://huggingface.co/Qwen/Qwen3.5-397B-A17B-FP8,https://huggingface.co/Qwen/Qwen3.5-397B-A17B-FP8,https://huggingface.co/api/organizations/Qwen/avatar,"<img width=""400px"" src=""https://qianwen-res.oss-accelerate.aliyuncs.com/logo_qwen3.5.png"">",684095,183,image-text-to-text,transformers
gemma-2-9b-it,google,https://huggingface.co/google/gemma-2-9b-it,https://huggingface.co/google/gemma-2-9b-it,https://huggingface.co/api/organizations/google/avatar,gemma-2-9b-it is an AI model published by google and hosted on Hugging Face.,682987,919,text-generation,transformers
gemma-4-31B-it-abliterated,wangzhang,https://huggingface.co/wangzhang/gemma-4-31B-it-abliterated,https://huggingface.co/wangzhang/gemma-4-31B-it-abliterated,https://huggingface.co/api/organizations/wangzhang/avatar,"This is an abliterated version of [google/gemma-4-31B-it](https://huggingface.co/google/gemma-4-31B-it), created using [Abliterix](https://github.com/wuwangzhang1216/abliterix).",681721,31,,
endless-frontier_BigBang-v1-GGUF,bartowski,https://huggingface.co/bartowski/endless-frontier_BigBang-v1-GGUF,https://huggingface.co/bartowski/endless-frontier_BigBang-v1-GGUF,https://huggingface.co/api/organizations/bartowski/avatar,"Using <a href=""https://github.com/ggml-org/llama.cpp/"">llama.cpp</a> release <a href=""https://github.com/ggml-org/llama.cpp/releases/tag/b10262"">b10262</a> for quantization.",681369,28,image-text-to-text,
MiniMax-Music-3,Comfy-Org,https://huggingface.co/Comfy-Org/MiniMax-Music-3,https://huggingface.co/Comfy-Org/MiniMax-Music-3,https://huggingface.co/api/organizations/Comfy-Org/avatar,Repackaged model files for ComfyUI.,678449,225,,diffusion-single-file
HunyuanOCR,tencent,https://huggingface.co/tencent/HunyuanOCR,https://huggingface.co/tencent/HunyuanOCR,https://huggingface.co/api/organizations/tencent/avatar,"<p align=""center""> <img src=""assets/HyOCR_1_5_teaser.png"" width=""90%""/> </p>",674394,814,image-text-to-text,transformers
UI-TARS-1.5-7B,ByteDance-Seed,https://huggingface.co/ByteDance-Seed/UI-TARS-1.5-7B,https://huggingface.co/ByteDance-Seed/UI-TARS-1.5-7B,https://huggingface.co/api/organizations/ByteDance-Seed/avatar,"We shared the latest progress of the UI-TARS-1.5 model in [our blog](https://seed-tars.com/1.5/), which excels in playing games and performing GUI tasks.",672759,597,image-text-to-text,transformers
Qwen3-32B-AWQ,Qwen,https://huggingface.co/Qwen/Qwen3-32B-AWQ,https://huggingface.co/Qwen/Qwen3-32B-AWQ,https://huggingface.co/api/organizations/Qwen/avatar,"<a href=""https://chat.qwen.ai/"" target=""_blank"" style=""margin: 2px;""> <img alt=""Chat"" src=""https://img.shields.io/badge/%F0%9F%92%9C%EF%B8%8F%20Qwen%20Chat%20-536af5"" style=""display: inline-block; vertical-align: middle;""/> </a>",672716,139,text-generation,transformers
MiniMax-H3-Turbo-Lora,larryvrh,https://huggingface.co/larryvrh/MiniMax-H3-Turbo-Lora,https://huggingface.co/larryvrh/MiniMax-H3-Turbo-Lora,https://huggingface.co/api/organizations/larryvrh/avatar,A LoRA for [MiniMax-H3](https://huggingface.co/Comfy-Org/MiniMax-H3) that renders joint **video + synchronized stereo audio** in as few as **4 sampling steps** instead of the usual ~20 — a ~5× sampling speedup — and keeps getting better as you add steps.,672239,907,text-to-video,minimax-h3
gemma-4-26B-A4B-it-qat-GGUF,unsloth,https://huggingface.co/unsloth/gemma-4-26B-A4B-it-qat-GGUF,https://huggingface.co/unsloth/gemma-4-26B-A4B-it-qat-GGUF,https://huggingface.co/api/organizations/unsloth/avatar,"<div> <p style=""margin: 0 0 0px 0; margin-top: 0px;""> <em>See <a href=""https://unsloth.ai/docs/basics/unsloth-dynamic-v2.0-gguf"">Unsloth Dynamic 2.0 GGUFs</a> for our quantization benchmarks.</em> </p> <div style=""display: flex; gap: 5px; align-items: center; margin-bottom: 0px;""> <a href=""https://github.com/unslothai/unsloth/""> <img src=""https://github.com/unslothai/unsloth/raw/main/images/unsloth%20new%20logo.png"" width=""133""> </a> <a href=""https://discord.gg/unsloth""> <img src=""https://github",672176,400,image-text-to-text,transformers
Qwen3.6-27B-NVFP4,nvidia,https://huggingface.co/nvidia/Qwen3.6-27B-NVFP4,https://huggingface.co/nvidia/Qwen3.6-27B-NVFP4,https://huggingface.co/api/organizations/nvidia/avatar,"The NVIDIA Qwen3.6-27B NVFP4 model is the quantized version of Alibaba's Qwen3.6-27B model, which is an auto-regressive language model that uses an optimized transformer architecture. For more information, please check [here](https://huggingface.co/Qwen/Qwen3.6-27B). The NVIDIA Qwen3.6-27B NVFP4 model is quantized with [Model Optimizer](https://github.com/NVIDIA/Model-Optimizer).",669956,434,text-generation,Model Optimizer
